,Unnamed: 0,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
383,1776,74,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2149.15576269,654948.175803,5066.05326808,3333126.83273,0.0510628633721,0.000877094065926,8.42772858438,1875.67328391,24.8860187091,25.6467914437,-105.802238224,1976.80520172,88.1384626527,749.767619014,19.3075683271,485.358134951,30.5859528187,247.89265845,9.96413585511,214.15849413
384,9288,87,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2335.00184248,113182.287967,4821.00040879,706414.1601,0.128521302689,0.00079309833615,5.72117942995,1567.83829953,17.6329911962,12.5799779006,-42.647617914,770.780943328,102.96343021,165.966370306,-36.8461680676,166.960989768,44.5502318646,80.6688178491,-11.9650934242,93.147033119
385,18552,73,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2641.09579725,290829.469447,5564.14630269,1227340.69868,0.121353031129,0.00183503521684,13.0767418943,961.227435355,20.95423153,26.21254102,2.71788017753,1021.26625212,77.1153613023,422.334652457,-17.6048557424,270.589866797,58.0218747954,206.266750539,0.683703203634,144.81653651
386,13560,65,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2817.54609241,347954.109525,5616.12645349,616985.114975,0.146270893895,0.00255702584547,-5.30208715056,2209.68001559,20.2440829895,16.8307263773,-118.406369528,1185.40473289,74.8089991513,607.431016289,-19.8492755263,342.720837333,46.9302319003,126.576657574,-32.5594831458,129.155524652
387,20376,49,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1986.296626,1099527.03284,4259.12569268,6571817.45279,0.0660750514777,0.0037724919083,-0.304085981505,4017.66688008,21.4636538186,20.2827380755,-170.946071993,5333.90059654,106.010893697,1463.51874909,31.0499196707,938.765247091,22.1764174654,384.245919222,12.7979676475,237.263899159
388,5472,28,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1312.44212693,141388.200341,2394.61738054,575989.257883,0.081029327156,0.000694077794895,-9.77517487413,6305.59697688,20.2186396009,30.5145742219,-228.914188857,3145.90038722,154.091807536,892.004329613,-30.6634372542,304.687957884,20.8084333708,131.10423159,-6.05875987724,148.137464571
389,19536,14,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1996.54988569,278701.421029,4134.50853924,1752603.90412,0.0880000151405,0.00129024820827,1.36421017648,2641.29222422,15.9996043048,11.6914226082,-135.377757509,1516.80192642,107.889931822,391.103961713,-13.4965300446,465.379194473,18.9845296617,280.54791393,8.78671616467,165.558391686
390,17568,32,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2501.28625504,194276.495036,4757.67776844,871439.625429,0.148128255208,0.00155785279065,3.66757899963,1767.57858646,20.9973783741,11.8480748312,-61.9553665242,2138.15356882,93.0895322746,321.379088323,-40.0232001724,287.644644036,56.1403214715,92.2879161437,-19.6924444917,53.7845544557
391,21936,14,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3089.05478116,285155.168983,6532.27243823,958948.05512,0.15647294392,0.00269020880267,6.09780095004,530.558880431,22.5765377968,16.3969648454,-23.816809115,1054.31459816,61.1530233725,367.39060988,-0.97059796869,173.596043086,25.3296696695,115.797604164,0.389806754389,69.7266527876
392,4200,75,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",3137.4523048,1781068.15794,6333.41581123,3355427.86268,0.146498379966,0.0168987750894,2.33492114544,1714.32811612,24.7352845121,48.0711906513,-94.5485268566,4390.45683239,51.7924630473,1858.52757994,17.5401257718,839.151939462,28.8833049059,593.622319101,2.07466639754,359.849960734
393,19560,15,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3206.16517359,843205.497753,7018.84771303,2440651.77092,0.141287775557,0.00695240077215,6.96725397359,988.501583649,23.41876081,23.0321384614,-45.7170597477,4356.25709585,65.3047438725,578.783234389,12.9625684116,453.780513564,14.5150265847,262.288865928,7.03002008744,113.443207915
394,18816,84,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2523.62516182,236359.163042,5091.8013036,1024901.93934,0.13860185017,0.0021178908069,9.83739143824,1266.31901642,20.9721210644,27.574676701,0.36295655748,1929.70077406,94.0933064468,406.055222862,-32.3426759748,268.855401864,45.458160307,171.056546777,-15.1923547867,139.059821927
395,21192,83,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2489.46828517,552403.97758,5976.42368051,3044794.77514,0.0842569040698,0.00163173973829,5.87327487168,1848.8145383,21.3201987912,19.9128019145,-104.50745013,2085.74241684,86.8518453018,509.754099344,28.7632272982,352.226026144,26.6347663976,281.285184966,8.94047678836,237.657784124
396,10536,39,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",3759.32174669,587511.305994,7442.81812091,1732748.43049,0.212255480862,0.00391844026788,1.40235895204,1136.71657408,23.6958604858,22.6545843548,-89.8904225415,1969.20173539,36.3295649567,457.44990269,11.4618757296,324.340424095,37.4809076963,204.842888998,9.23444891603,197.102811784
397,22080,20,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2119.6949698,512942.027187,4355.43252634,1965221.44405,0.103353621609,0.00221535808299,1.35260326819,2293.84045022,26.1768645799,28.8661604258,-103.548722894,2893.74024784,105.709350697,1414.78603772,-14.353968138,439.876461077,36.7530846614,233.092770321,-10.3933194518,198.540482755
398,8952,73,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2224.63958065,292962.457949,4919.56071721,927072.483784,0.110088874758,0.00244153648176,7.11267614885,1735.5212695,16.291481041,14.9181516555,-61.5487830082,1825.57311551,103.543479412,352.901538624,-16.8737869328,178.92949267,49.3001129363,117.970307631,-14.7868626428,65.014191526
399,2208,92,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2171.31896127,247343.890669,4308.87740734,1062445.49956,0.120001362645,0.00220900458217,-0.347339464123,2897.78683837,15.8509769616,15.9017515717,-138.156717349,2630.38469156,101.438960207,606.376781376,-35.2628859321,515.84087886,36.2087353901,259.63823126,-9.49050012038,355.683064282
400,5088,12,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1179.07185229,123205.058163,2152.27703715,547009.91126,0.0658581637597,0.000736385287806,-16.8568341158,12385.7924358,19.5401976126,18.4086768707,-362.675491208,7776.93298577,144.016774514,1297.71126498,-18.9281756019,511.306978229,30.6508212452,104.607418172,1.05349375736,116.060679602
401,17952,48,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2889.96390202,83515.438795,5486.8187341,396799.95087,0.176549630572,0.000783390500541,8.85126951188,1042.70026686,20.8477564154,19.3915782494,9.68521795039,429.563245289,76.2923175433,155.876328567,-31.2473461997,143.857517565,56.8591567988,114.309190763,-20.7169355896,82.8613900596
402,22512,38,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3355.5470829,560919.23095,7046.90764671,1759475.91099,0.168402146923,0.00563324453323,-0.804539621694,1019.41393091,26.0435913565,40.2316140206,-77.3032345627,1785.15300898,52.1024850992,471.269394542,-9.00677521121,485.933835342,12.8321183715,299.651131355,8.55860576106,166.569291559
403,14376,99,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1539.41146633,225406.162854,3176.99042742,1037014.94118,0.0748001453488,0.0016755882323,-3.17637645806,5074.71795165,19.9481857266,13.2234185364,-177.054465938,9703.77970201,136.188091899,546.540997855,-26.9147022123,1629.28446295,36.3979836729,239.806168284,-18.7719263242,247.365407741
404,8784,66,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2209.31464632,402618.967202,4577.18278752,1719593.93322,0.107049418605,0.00282256758748,-11.6244554114,6451.41092005,20.8919205998,17.9518477676,-245.316041079,9066.63758707,95.0760688163,809.428188605,-21.149604158,612.028430624,45.6625961823,283.139650506,-3.53699854476,155.814382996
405,8640,60,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2798.50885701,626998.180106,6209.03235147,3534198.73869,0.134662669574,0.0026178764092,2.26602458236,1304.47815477,15.9588527859,16.1351321404,-82.5852593255,1411.1472196,83.4460244798,527.084458023,-0.542278704161,224.975636629,10.4635898789,232.891845347,10.4164863027,76.9628140903
406,16008,67,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1353.29310743,197138.643737,2828.72007858,1254742.75854,0.0548756207607,0.000615586332601,-3.51819838165,4618.56945108,14.2675758307,14.4894845955,-177.247196381,1329.06299673,144.392033139,707.784476508,-17.2702131921,497.39494532,55.6963052064,389.64255986,-21.234519409,151.351593477
407,3960,65,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2448.57764241,1919987.5755,5316.23904206,6592032.48086,0.088650299782,0.00910056921519,3.5928717091,3208.95174385,24.4652130559,37.2457433809,-140.447582823,8646.72996804,77.0038484594,2142.936259,42.0744060523,684.832904874,31.2886172048,395.647731684,12.1944743459,300.869424328
408,13920,80,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1826.89389494,155652.085217,3743.48059366,771135.292023,0.0939657521802,0.00120622874037,5.56557313406,1954.27213919,21.5004105194,32.0592484365,-54.8440319417,2265.89015988,119.47937587,398.789740042,-34.8103370349,246.83277625,37.516414028,185.958907538,-15.887972314,157.780747072
409,20688,62,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2469.45864246,311726.622084,5483.57206123,1606059.07709,0.0982270469961,0.00128168046191,9.18118289374,722.449879025,17.9512933803,29.4357954587,-6.902630956,1588.49089473,68.8156207767,495.969928771,3.746721224,515.339068487,28.1780121847,240.23389598,2.30449099707,179.928762553
410,19488,12,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2680.24448694,580429.02434,5535.29347974,2751551.75013,0.125947795543,0.00336902927474,4.73114639328,1060.03374444,22.2288169129,22.1014877506,-50.9564467902,2225.72040883,80.1889526238,661.249224297,-9.30973078751,416.506261973,20.2925226798,155.752802442,12.1264660553,156.320541194
411,20784,66,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2842.77778462,909291.316399,6836.75860738,3932511.97348,0.0996472262597,0.00295395929648,10.7520333365,1376.50288654,20.3879667568,18.4199455775,-63.7475678905,3633.21834038,79.0682049385,827.108163877,42.7470903038,627.387409435,16.0963454004,211.865592337,15.2653029987,174.067811544
412,12984,41,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2391.57819923,306766.782067,5404.69209893,955238.500223,0.102281295422,0.00159825271328,5.14592754594,2193.98025224,19.7332743967,13.6607356502,-107.159837586,1419.93589274,88.4241114852,378.424889627,-4.18221607567,324.932444764,55.4907447734,129.728922003,-8.00099109893,107.239183558
413,4944,6,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1373.12808555,70486.9795666,2738.61447356,316293.301142,0.0729284005572,0.000734154430478,-11.7765456511,8588.03641786,18.6712907736,18.0160418942,-295.556257979,3989.14449515,134.541802665,308.716225033,-22.4592590653,160.538004762,40.7661106271,86.1420359459,-5.87232058045,118.14873618
414,4392,83,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2368.64423714,313757.508657,5019.36460983,1056569.5628,0.11081069828,0.00354669230925,1.85358666023,2428.5526087,19.2447998,21.1774659055,-122.016328713,1855.39986423,89.5562682572,397.556539091,-25.7030569856,343.39093092,41.0076014089,238.665727048,-4.23472809037,182.236049891
415,19608,17,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2790.11774998,373337.150975,6114.29460392,1836903.57965,0.126262339511,0.00251128971487,4.45900760383,951.752001238,17.3790211515,19.5088796825,-53.1181389246,917.366196718,78.2634994597,414.25391008,2.27715497292,831.250158865,18.8442125022,217.267997338,3.83888668772,163.823638575
416,576,24,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1812.17382236,656970.130027,3855.56175055,2888911.10212,0.0722701671512,0.00267258279793,-0.446446958863,4122.18781099,19.9591668649,31.014288206,-169.108416126,5888.50480355,110.470811911,1216.52225991,-8.5583261768,496.582423166,43.8544047192,327.946909459,0.274367780346,247.930469875
417,6984,91,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2192.96635083,129259.400476,4066.79579624,391015.708541,0.152433835998,0.00208027604752,-9.99901661983,6149.13066197,17.2740647989,18.9442840756,-251.481926011,3208.09700376,88.6891076457,229.116055257,-41.7343633844,144.557265057,37.8938098974,65.8405658787,-12.0204447524,112.564464757
418,22608,42,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2404.25833863,306380.967915,4902.85996548,1639403.82413,0.121712996609,0.00161513934707,2.70486854262,1401.76374439,22.823231581,30.3487493144,-62.221275594,3514.215951,92.0623604872,583.649181544,-19.6841362783,391.125721532,17.6736102929,115.875282748,-3.13355284552,73.4058367611
419,12216,9,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1818.13397387,298559.545889,3946.06797329,1368812.12942,0.0792556171269,0.00137787874169,-6.90922672131,5395.84410733,14.3448856559,16.5467841641,-213.059513919,6135.01316799,115.140249468,800.245339802,-11.7488409447,669.10546861,39.07219075,350.071650426,-20.3558630641,533.12487403
420,16248,77,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2776.66039381,268121.940475,5809.17412336,1518292.68129,0.130897604772,0.00144802823404,-0.503750690883,1077.8685936,22.2869668798,25.2885729672,-77.1876123686,1590.11537227,64.5592326969,482.144333486,-2.90338879785,307.238110669,28.5604485231,88.5608807717,4.66770548164,75.3939648312
421,6888,87,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",876.706086659,32593.3025928,1456.79630723,202440.062799,0.0510091145833,0.000158432115264,-21.6521962107,14804.3308393,18.7677134624,16.9130257612,-393.117734262,5067.80809074,190.795736226,383.139460335,-13.2732391754,589.25854215,8.27717739039,77.2833552693,1.57263444654,66.267920667
422,21672,3,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3048.06739532,781774.674481,6211.95352244,1965732.9495,0.149453049297,0.00470657843508,10.1966109464,905.948309972,16.3069722184,16.5566604758,-44.3607216788,3161.17621885,52.2024550444,714.277531667,3.31613436212,650.127598259,43.8363339538,189.417721955,12.6326448363,127.771960009
423,23928,97,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2825.5858496,315971.780868,6233.79553507,1007989.62171,0.120414319889,0.00229189734241,1.45912853998,2102.02489379,24.3983487898,20.4175673009,-116.966419446,2786.8591447,75.7915342874,294.692428405,-4.2012568245,138.552699348,37.2732381684,148.844256404,-5.3601909952,88.6954673905
424,4008,67,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",3052.9717704,1147964.30142,6667.63950082,3491352.75616,0.126648422359,0.00974837729266,4.40700243364,1252.90796225,24.4640063574,37.7233680099,-74.9818345741,3453.07124039,58.736813514,794.879143666,9.99175492664,671.923970238,21.6022730773,293.563101229,15.1204731093,271.472802289
425,9432,93,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1939.84664699,159103.409542,3749.70686092,859106.260162,0.0984200884205,0.000682658402437,-0.600029685267,2786.25837324,29.9800600354,24.8658941813,-114.630839004,998.239553479,119.312577086,478.220312711,-50.6865870694,217.920360071,42.6433526516,136.154789334,-6.71589388172,92.2792649776
426,11016,59,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1535.20367517,565033.205818,3508.37640807,4071044.63166,0.0525087814922,0.00097067312469,2.61673745441,5017.71612895,26.5739502235,24.0023978081,-185.151112877,7334.35503506,120.510286565,1327.62452254,29.7389784629,440.805008573,56.3965735086,432.334173075,-3.04598473975,351.825734356
427,6960,90,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",2172.6187224,133095.871036,4066.82083485,508861.720567,0.151924736555,0.00196547786201,-17.2404313892,9035.68354375,19.717184759,10.2540786113,-326.135254657,1247.95369529,85.9246131085,338.785123865,-43.0258090747,170.042464109,31.8546993178,67.003953819,-19.5878569583,81.1603552112
428,12720,30,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1378.56906907,552319.577295,3012.95415834,4586662.4444,0.0393626604893,0.000948041265354,-6.98686925436,4961.09898142,36.7322570059,18.1025932603,-206.984206622,2030.1027113,117.829071847,766.867496331,23.2704266207,282.464339605,28.281253803,261.731770424,-1.12655170153,196.122376685
429,22704,46,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2259.95015215,279158.203784,4888.60465116,1493251.13269,0.11433502907,0.00228570704119,0.00125243162574,2715.79483903,20.6315991977,18.1792330841,-125.648540278,3115.83239623,101.787138813,405.205748829,-17.5145074276,446.311697253,33.6722823813,317.076178355,-15.2471407703,154.824849838
430,14520,5,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1267.29122681,286603.444085,2485.1569881,1865395.74313,0.0577738917151,0.00090677555862,-4.46915864048,6854.19615687,22.4185775809,34.4937669474,-246.363253068,9203.38187742,120.256555803,770.815827363,-0.884496188132,891.486848501,30.6377552182,202.16503728,0.19277574066,297.579951761
431,18912,88,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1988.76818883,338483.855536,4149.56508903,1333903.7518,0.0924255844234,0.00212545622255,4.07639112504,3208.10935512,18.9529400888,15.1548782995,-129.848858251,4853.29713191,103.993314172,752.357880856,-26.9487805471,687.980848668,68.2890885006,150.800631936,2.4576383899,283.509532428
432,13944,81,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2116.49497365,95076.5238814,4195.88651435,438175.231608,0.127147680475,0.0007291012396,4.3945254476,1889.24261909,20.6154949764,35.7516359986,-26.76958552,4592.41119553,107.432796371,431.49157878,-46.7652930858,199.268941811,40.9503948361,239.683580063,-21.440382466,73.1110980814
433,13776,74,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2516.3407628,272817.735749,5772.66783249,998751.199131,0.120824249031,0.0016691198682,6.10830951512,1475.91942203,16.8904489812,26.9255498993,-55.994868906,2868.02477209,87.8348799942,358.525079477,-1.56256743484,287.927027814,41.2073383224,166.264270559,-5.61780614838,140.431639388
434,17880,45,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2387.69171549,364618.017078,4445.6549782,1232950.59598,0.144013066255,0.00384173618029,-1.81822195682,3317.95091277,21.3445682407,17.7566899139,-135.563168338,5776.29398579,93.4145747581,723.758234648,-43.3117209875,713.005069287,59.1997830284,223.66154454,-8.47883450742,134.258540659
435,21624,1,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3291.14195866,554935.473093,6516.74850109,2072432.04789,0.188539774104,0.00440363318063,6.60050452827,530.684549151,18.1684258751,19.3677966568,-28.8616678516,1153.02527776,51.9886148625,525.345718482,-7.58224688155,380.544205678,21.5903512918,181.978376873,8.11694206183,79.8475913144
436,22584,41,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1776.5476456,620750.368618,3875.05013399,4746647.13446,0.0537957243217,0.00133579407623,3.13293769475,2830.40457963,29.7870610196,25.7609963909,-122.12136416,4353.8936198,116.802812085,917.456834117,28.3769799069,403.21116196,24.7694421408,279.552445631,11.0305134377,187.500804461
437,9048,77,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2188.62057416,238724.087737,4994.11734648,1271846.42909,0.106293528949,0.00174209800766,4.35591304911,2309.16782032,17.7358407602,23.6715181338,-103.883101786,2909.56327946,101.888001903,351.39214613,-10.3560768047,427.853136955,43.670784913,158.206458745,-11.5449822115,134.731383747
438,7536,14,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1935.43556291,919001.709034,3981.88152934,2686230.8289,0.083646363251,0.00559505766168,-7.46976424748,7361.89940401,17.4627801557,29.0992695053,-256.659218308,12479.5479942,103.182377853,1343.4451695,-8.46155119845,653.361620764,48.5526382227,361.064279836,-4.1578485646,431.186695536
439,9312,88,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2592.09587291,305873.88155,4891.35889807,948892.788477,0.161820569889,0.0036501333152,-4.21256636265,2624.29180517,20.0592106257,17.942323584,-118.09804629,4447.03662979,83.9822238312,716.285144485,-50.2689591213,331.174553204,46.0696597803,230.4456965,-17.6721576315,87.4824042381
440,17352,23,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2577.71037647,141756.074373,5060.82854515,418388.370518,0.13188552265,0.00172490587473,10.9672632249,1391.17570098,21.6213029867,23.496511498,-43.5342685759,852.485979934,82.7026140633,238.451767888,-29.6845449121,256.291649286,70.4493004089,128.29031956,-21.6605355772,53.1208362049
441,9024,76,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1660.11444167,509778.256832,3581.70614553,1876051.76232,0.0711959484012,0.00293678407306,4.17558008834,3191.19796418,17.876415802,23.9767049691,-132.288829155,2246.87479474,124.629518842,816.279368902,-9.62573080956,320.177492588,46.4739878711,183.495028173,-6.26821231923,230.745723234
442,2256,94,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2022.70326127,546692.99117,3834.95497593,2395642.04215,0.095677764656,0.00261315773072,2.30206259825,2063.94685114,28.1595715684,19.5408477354,-97.7212117154,2049.30390203,108.842252075,831.307191638,-24.8907278856,339.29421144,21.329758471,188.984060462,12.5256151437,111.679211093
443,17592,33,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2028.84512805,323495.967955,4222.27720749,691454.879405,0.0998720627422,0.00228785260495,10.9577125328,1965.50541182,22.6327078165,24.8683196228,-35.8514752766,1933.17342597,115.544378978,789.943737962,-40.6647621842,210.156840829,75.4471893342,101.613468385,-12.5690330728,100.82136231
444,12960,40,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2272.47346664,202786.422735,5108.26836165,582864.596617,0.0976085574128,0.00138199453077,4.54055188464,2410.78717256,18.3541984919,13.8905247483,-110.22101854,1289.28076908,90.7001753736,231.191714246,-2.52425894707,228.046623056,74.0276812504,114.05604256,-11.736853927,113.580423305
445,6024,51,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1527.73055197,232682.91422,3221.20026344,1527026.69201,0.0600809259932,0.00160559245811,-3.03860805604,7656.66074233,17.5138470722,19.7661498233,-230.304922035,28284.6073196,119.1106291,1155.73982163,-1.01061620081,1083.82144255,28.3844392314,96.2030820668,10.0276750422,138.426329478
446,8808,67,rock,9.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2414.56617902,479212.378736,5212.13685501,1490976.77699,0.119964646923,0.00365224533331,0.49985264481,2649.59803333,21.2857432233,15.5279534162,-123.815374751,2567.26372469,94.7167863114,738.457734951,-9.57681394971,390.997541016,53.2404544298,218.019768026,-13.7424648316,128.451035502
447,21576,99,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2766.47325836,841754.788984,6876.45314771,3886344.2059,0.0960453003876,0.00365366760136,2.76760709269,2332.48463271,20.334584023,21.8964344409,-119.301064336,4569.43589786,85.9039959139,689.016459073,33.9173362101,457.390199495,10.0019098806,181.861725346,17.6910178486,121.705266585
448,12336,14,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1172.30883378,147511.750302,2345.74201717,878423.012672,0.0450346717539,0.00156386492967,-5.84008240353,9278.46936964,17.6888776799,18.9139834644,-305.803179745,8203.1177528,113.035651076,683.921476588,12.1414889487,1465.46861887,44.9984115402,226.206811594,17.7715368964,250.439457688
449,5616,34,classical,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1369.95236753,174071.076504,2655.71164153,546808.062801,0.0735514322917,0.00148008249835,-15.6647041744,9314.56974895,18.4660138088,18.7132602373,-309.165838614,4606.03633941,138.611172105,976.74599244,-29.7186193166,309.812635823,33.6190966218,90.7519581463,-0.384134922416,154.090592385
450,2424,1,hiphop,4.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2805.61980589,936734.315498,5525.54511492,2078084.82936,0.0970843174661,0.00500139028319,7.31286078315,1675.86168148,27.5723685441,29.0068075497,-80.9837172264,3648.74901034,49.6473454155,915.477642205,-14.5274068767,992.021378825,58.0092597437,323.800142249,6.89514634596,385.51449996
451,13032,43,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2155.20853059,188285.943277,5013.43880587,938931.3594,0.0870162609012,0.00121900785586,4.20761729014,2415.24858926,19.288244918,15.9886868906,-109.293316977,2199.19245535,100.647443518,230.043816419,-8.52495879565,378.995532049,47.3898912145,82.5193816786,-6.52994581799,89.6845265868
452,22224,26,disco,3.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",3042.11510872,787573.209973,6610.51808912,2413045.29177,0.131407839753,0.00553189089175,4.18657420241,1103.43022739,28.6559615179,31.0246973956,-68.1305047185,2680.2704706,66.3755575971,546.074524879,11.8783535605,324.32220101,22.0082919607,342.398581456,9.79465138016,165.902253501
453,1680,70,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2288.58349436,570855.718421,5005.79368414,2516576.26229,0.0609439347141,0.0011824090307,0.0847435006303,2551.6271828,29.1816449542,31.0560583346,-136.824333487,5031.46763041,75.6382526632,747.550893221,-5.33769346677,498.60601248,23.4136311501,414.533185396,0.717834979246,218.828792988
454,18864,86,metal,6.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2628.15634192,214958.962615,5187.0231309,710933.83515,0.158950308866,0.00214692628124,1.86505638294,2106.94767735,17.3264430675,11.4126459992,-96.2561071146,1246.40472784,90.9971398712,295.196526063,-32.2611427031,319.249992314,54.3291023422,125.837080825,-23.0549213019,126.979165638
455,216,9,reggae,8.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1608.6939066,1058320.117,3264.39186274,4912783.97444,0.060355347626,0.00243277947523,-3.37725760038,6431.55842766,24.2352952512,47.4956754743,-232.890588743,6379.84440162,131.270890429,1345.56904313,2.72215100896,614.796048977,18.356308069,301.604519961,11.3517168156,310.769807816
456,16080,70,jazz,5.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1116.81559975,162514.663105,1955.73230832,868177.716491,0.0499591206395,0.000550852442553,-3.64809445798,6717.01995181,20.9779249216,13.018898615,-238.069820141,3787.98321055,155.840796517,975.721236768,-9.1993343041,604.789452915,13.2170506254,158.633877669,6.60192978638,78.9912338408
457,21360,90,pop,7.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3601.62679615,937894.236949,7956.8690952,1606082.72441,0.14742308624,0.00784381198293,5.73533340457,781.732859371,25.6911978312,24.8035845082,-44.8160033857,1912.44128395,55.0663456552,687.220904136,27.1160880079,438.723432057,19.5405005548,228.710107207,14.7265423518,116.327236611
