,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mfcc6 mean,mfcc6 var,mfcc7 mean,mfcc7 var,mfcc8 mean,mfcc8 var,mfcc9 mean,mfcc9 var,mfcc10 mean,mfcc10 var,mfcc11 mean,mfcc11 var,mfcc12 mean,mfcc12 var,mfcc13 mean,mfcc13 var
22000,00050,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1946.71535073,147299.971335,4178.31775754,804195.449591,0.0858069131541,0.00122317357258,7.40993839322,2150.81983468,19.9913415832,20.3597451839,-82.935624995,2508.90634365,106.985629738,312.360798787,-25.2980646925,340.902018923,57.1619579925,203.638737716,0.0865053721947,138.854883172,34.708506964,73.3557928969,-11.0297814582,102.127209699,20.5121865424,52.0631249985,-11.2425043286,60.0808023731,14.873208198,59.6199637616,-10.2107120464,43.7200840407,12.5238908325,50.6772065974,-9.80599900648,44.4557938507
22040,00051,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1976.97125141,137304.245562,3941.14371366,694892.326141,0.106603909278,0.000949966982576,7.69504931489,1953.68053309,22.3148548776,23.3630481678,-55.5564833601,1012.62888497,114.946144113,318.315056709,-37.1138722766,204.60453661,64.9042149621,69.2451924,-7.13895475827,94.8766913924,15.2309369332,115.45802417,-16.2106733212,98.2994072996,18.6283943947,78.3828438881,-9.73874788023,68.5470859208,21.4674375381,73.597048324,-5.63864536806,72.2173742838,12.7810969779,99.5587416775,-16.5252068613,56.0832786422
22080,00052,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1441.35994132,446739.501003,3065.20138763,2075048.63576,0.0670830305233,0.00307710702084,0.108283913627,6213.38287315,24.4745215582,36.8641121268,-225.385767312,7873.68105125,117.703537893,670.386723234,-14.5619245452,817.211813262,64.8171696831,174.558088982,12.9718430961,314.014291605,19.0073269498,251.59042201,10.7220021383,196.262653366,9.8724862241,112.910641586,-2.36134979198,101.408048938,11.6903542776,65.8512170833,1.54102636154,62.3773468577,3.0221455334,58.9684163683,-7.63115963071,54.7694110074
22120,00053,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2170.29103265,169735.582518,4235.72294013,746140.551833,0.132658445373,0.00235153992785,5.03374103997,2238.71395944,20.4205684578,27.5457484235,-76.7673112969,2911.52612635,105.792536772,433.299448915,-43.1932629824,390.735920355,60.905807514,407.520744954,-8.74997571316,206.047101826,21.2037335405,121.756421462,-12.8520300907,165.105247154,18.6039123857,149.306615777,-11.3549892857,56.679105479,14.5266625613,78.6662159516,-6.03557106912,69.2149556718,12.7158703172,64.5109430055,-9.35674913276,54.7869228477
22160,00054,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2030.05879317,221179.743176,4062.63938726,849157.726865,0.103219249637,0.00190702699639,8.82611583355,1943.13257217,21.7783462722,22.0228953368,-58.0532164744,1744.10699559,108.997451764,454.076038594,-36.1630347233,303.997803897,64.0166926594,150.962162292,1.45406851711,180.9418055,26.2970244055,88.1472955852,-17.4531559875,150.831970939,20.4300078936,60.4461663137,-9.5202092624,58.6377300375,18.1921200616,63.3257240813,-6.02885825329,61.1812767867,13.8648491677,63.9023914785,-11.2942339318,42.9735973575
22200,00055,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2031.78250805,191319.64206,4022.47745957,773246.799793,0.113147256541,0.00253394645421,4.97745681523,2466.41631851,19.6941766302,22.9852122888,-98.551210452,3331.23492875,104.805866109,340.623182933,-35.1271161056,349.706956802,60.7053699413,285.198880854,-2.82294424549,155.043576243,22.2381525049,126.187091773,-7.83702937781,108.390334302,19.0294129667,104.583369073,-11.5969470777,51.345655339,17.030028406,105.24120029,-5.39325427302,57.9511958774,12.2062931482,68.0440259266,-9.97968294703,58.0429237294
22240,00056,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1811.03481956,346851.641561,3927.18886265,1517414.11564,0.0753236282703,0.00169061060358,3.16109286682,3341.94581241,24.9689068443,34.514678013,-145.433487715,4620.17453025,102.824209127,532.115427233,-12.5081513484,356.247028494,56.9851855559,279.594930856,2.27847478324,262.047112308,26.5943135584,192.434192669,-4.30607036878,189.974097733,17.3576741203,107.766023762,-7.99531880044,80.7768675025,15.2431904299,82.3954420085,-6.93032366253,48.1977017063,7.46198499457,104.202473576,-10.4774734048,49.7416978698
22280,00057,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1886.54412828,253843.683762,3828.16116688,1249959.35086,0.0898736524952,0.00154112256997,5.80549205045,2564.70916268,22.9713688157,30.5146227412,-92.8846880531,3126.77526655,115.349882781,523.316090839,-35.0153129998,409.651015772,57.8182609328,330.252769041,1.8463328328,302.151194305,26.5903750392,152.927282665,-14.5703113632,148.888556797,22.1556190448,110.236829984,-8.19312417688,72.3535818778,10.989244352,103.650663845,-5.65549065429,79.8545801891,7.2469801081,70.1623300022,-10.2063711874,56.776870813
22320,00058,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2067.44398485,283338.130168,4229.42155705,1130548.01177,0.104289683261,0.0019332192887,3.57706637964,2407.56976405,20.8142103625,30.0930663742,-95.4522038367,3222.88601202,105.242437115,613.155987884,-26.9722729083,376.803944122,60.8502087652,116.886931203,-4.81174882615,153.150528289,21.5307212877,168.383974266,-13.5244533005,118.857607562,12.1114003874,104.096487832,-20.2362010023,90.475594094,12.1309967684,86.5909938641,-5.21770735062,73.137124144,10.2649561973,62.2418576638,-9.41427036142,66.5260021684
22360,00059,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2236.55445375,239412.370963,4390.93727289,724511.70476,0.142332470325,0.00421803616509,5.78698953765,2039.35045465,20.5524917444,31.6927292646,-86.2516213189,2578.43112555,91.9142616114,321.083581721,-23.4080942312,239.398261515,68.2444380219,143.446955148,-3.90280072067,228.429659556,22.7412955975,164.682867273,-9.88191159982,125.716686421,16.9052744703,70.1548939744,-11.3978008409,60.1670704369,18.4329688458,73.6937694853,-7.01131696955,41.4283594135,10.7863963986,55.2243579297,-11.940225275,58.6457229469
22400,00060,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1947.38109539,124761.906717,3957.31865461,640472.261983,0.0974938680959,0.00139874346174,8.17630951635,2046.52391754,20.7303603642,21.8308145508,-67.7697148438,1613.74111874,111.646106352,307.531347449,-34.6619643962,222.823773756,61.3588173539,228.251733198,0.102424617838,175.051365866,30.5710821369,114.32393413,-12.7258313777,109.323797057,21.1495518944,92.1999610124,-13.1335493499,55.4900971737,16.2957983697,73.5110385434,-6.33694442417,38.1467803135,12.2841882418,50.3594673619,-12.4879408618,40.2875832481
22440,00061,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2503.89594247,163271.901226,5076.42759811,397854.638065,0.167524376211,0.00256110856126,4.26006998676,2122.13347786,19.157136937,12.0058412842,-82.3873492,1040.78510397,94.1619295504,208.375081776,-27.1513176377,165.786360532,75.6489156308,55.3628542792,-27.517937198,68.1274220638,35.5830011691,42.575059406,-20.2687382118,50.1976277792,25.1289712695,54.8144097833,-15.3688759409,48.2303061497,11.3160458861,56.7055004101,-13.4153374216,54.8614842008,8.1531864258,50.4094291865,-8.50158449382,64.682660264
22480,00062,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2279.36100852,424812.69972,4728.95013854,788842.090925,0.117186364462,0.00379206542692,-3.94739428424,3111.65690665,24.7362610183,19.307957812,-145.149753322,1829.08337029,95.7537252195,716.923385901,-21.6415433185,419.283262003,49.6380488364,186.511369767,-29.9221717077,267.906518526,29.3523623539,146.36818255,-18.8311255423,249.124494305,17.8709617733,92.0998811667,-9.66043659672,107.887623966,5.49237755704,77.3744216267,-9.51858661986,74.4672947523,6.38163434772,108.251452681,-21.081618676,79.1706978318
22520,00063,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2838.10776316,288406.758333,5709.8376181,475797.266426,0.153993307897,0.00301153740998,-4.96753911705,2419.27748517,22.972706248,21.1678953381,-129.023794572,2038.43344369,72.1576952695,424.413353829,-7.74006992953,596.495699715,49.262977361,142.335023019,-32.7100254407,108.18869363,21.6019144493,78.4961980113,-27.3624119552,188.847153753,14.9976807503,52.6730842179,-10.2457253896,121.745121085,12.425135625,52.1592037099,-17.0281428546,57.3804569341,7.10246333712,68.6459145416,-18.0157051719,66.4179315311
22560,00064,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2552.81390104,108112.683491,5147.86274755,276948.929181,0.146798918968,0.00106781983217,-1.32885340744,1832.15173209,22.0096552951,17.682884884,-85.2522980391,879.599487572,88.8072019234,172.248988689,-16.2818827832,190.476895035,59.2243929959,130.325364137,-35.9785974789,78.392781056,14.3722145367,41.4550075765,-22.2972627337,51.466565574,9.63636836947,53.5207845939,-14.7904006686,45.3009382684,11.1662051689,46.0189925204,-14.7842750851,42.0406598455,8.48203455967,36.7031797966,-19.5787950621,37.7405193058
22600,00065,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2817.54609241,347954.109525,5616.12645349,616985.114975,0.146270893895,0.00255702584547,-5.30208715056,2209.68001559,20.2440829895,16.8307263773,-118.406369528,1185.40473289,74.8089991513,607.431016289,-19.8492755263,342.720837333,46.9302319003,126.576657574,-32.5594831458,129.155524652,23.8663317128,83.4124385609,-26.3642963843,157.778768939,17.6855304053,55.9455518774,-13.8060104728,75.0258801735,11.964425658,68.4264769286,-17.8637143795,62.0290035288,7.55126287693,66.9887789046,-22.8847652253,46.331506943
22640,00066,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2339.60587705,347541.55988,4971.74952307,734798.395095,0.121539637839,0.00398013726241,-0.463753738473,2457.06298682,23.6735786277,19.3541424622,-116.43084174,1587.63731741,97.4584350231,505.202612039,-13.8920464826,292.468566453,48.9700118688,155.014433703,-22.5542385948,163.239248099,27.751301212,79.7450068686,-20.2122729645,186.84459514,18.6262372648,66.2445833218,-14.6427247734,74.1888028089,8.45645285161,51.486337832,-16.6699563793,69.7864280278,10.9648290594,82.182171529,-13.8539849452,74.9662249318
22680,00067,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2259.19943877,219180.804249,4756.25891397,691614.814819,0.112854287791,0.00170157818015,-0.362155405111,2134.97451305,22.0978718711,17.9671443648,-95.408011451,935.908328215,101.351481677,366.11862536,-20.7089583245,346.388791043,48.6455792628,175.993670928,-30.2703501666,140.445447865,20.8075717734,85.5883475745,-18.3175127089,241.502363535,14.13260605,62.8002453707,-12.7859997391,79.9041794158,13.4259229833,56.6339251486,-14.0799486323,106.155533418,7.72560911572,73.6760856393,-19.2260101065,59.3757176582
22720,00068,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2514.19256386,176040.217225,5248.21748955,473138.038692,0.135101365673,0.00152414105688,-2.04164926979,2230.34128118,21.859116651,16.3365477183,-113.161072305,1592.15499339,88.6790216831,316.192574804,-8.90991737746,228.069018342,49.4499015144,139.813470474,-34.580792708,123.136118938,15.8517303957,68.4796575932,-17.7415193889,68.1772983571,14.7015153536,59.1804808666,-11.2071525448,50.777689669,15.3479180227,54.6598571312,-15.076297801,69.1414639001,8.73643381442,61.9634083074,-18.6312091662,32.8968901455
22760,00069,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2370.04007039,236446.631821,5001.32011946,480513.963326,0.12515443314,0.00250964626012,-6.15353019047,2576.71025191,20.6795891433,26.0249192577,-121.332665354,1176.03082862,96.1609375096,434.290930245,-19.6610693522,270.523099125,48.0013966044,131.122940793,-38.8260324976,199.852030361,24.7286600759,103.865968443,-32.9332224136,132.908738691,8.10582436754,101.563839877,-17.7762314102,69.0056381401,6.09825011537,74.1672160076,-19.9909985803,43.1888922677,6.7755885163,64.1395038042,-19.3463300575,87.3163551297
22800,00070,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2159.60703531,329621.074293,4685.70011582,1076194.96224,0.0982611131298,0.00175043085047,-3.61135614991,2913.39385744,22.2870898607,23.1343433972,-133.066042334,1945.46919838,105.702938844,801.508594257,-22.1099067822,316.482790271,41.7887930116,143.56970537,-26.9775967296,155.229941092,19.1240632937,88.3613533975,-26.5779243556,224.088984737,19.2539365605,94.854919714,-15.3135847279,91.7821325675,6.98181910072,72.7703481196,-10.8081222463,99.1113846728,6.78432606634,69.8334431387,-11.7303296503,71.4523073225
22840,00071,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2429.27106599,97796.1231578,5064.16702625,231894.307066,0.134673646439,0.0014311851874,0.129307799444,1895.12938186,23.0950980596,16.1503372784,-89.3494174824,697.418092173,93.7945222638,192.985609628,-14.6213123847,132.209729067,54.399271297,99.4599865638,-33.5199008448,64.5653741603,19.4193950751,41.8117783367,-19.7753365083,46.8834815265,13.0080761521,45.9298313044,-13.8769260267,52.3250350339,14.6076053618,51.813589119,-14.9708186761,60.3040377173,10.5845001664,35.4292574709,-18.0186570004,34.2183211012
22880,00072,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2596.59689038,292353.62201,5661.29610283,548708.39455,0.129328670058,0.00279988919676,-4.76890859783,2275.5745231,22.9525057993,22.5620505924,-118.607744496,756.734398484,87.5769796189,306.313513556,6.56900754855,248.578517299,45.0891482855,87.2832932859,-38.9313888291,78.3257424924,20.8006033214,60.2307945079,-26.8560264593,46.8236247897,13.7933550026,57.7913938,-17.2412597535,44.1116462985,5.11286526191,46.0014115887,-15.7171847219,41.8256570809,3.97485148954,43.6214393375,-27.5590180404,41.2199821347
22920,00073,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2095.24177686,108728.208772,4481.81907476,496215.304865,0.100550357316,0.000997087779967,7.52193977871,1438.5889875,19.1104569002,29.0685330631,-30.0836795637,1120.14994342,103.73239133,204.643638525,-19.7793490307,184.874955436,56.3733811609,173.409207863,-12.7265733439,121.229161309,20.1615322334,94.7837919346,-17.3466364918,90.324028321,16.2767704671,65.194929419,-18.4421051788,56.865007023,8.91064852704,52.7336557645,-11.6522320463,53.6056618112,11.1988772484,39.3624187739,-8.83780818846,52.2981906543
22960,00074,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2516.3407628,272817.735749,5772.66783249,998751.199131,0.120824249031,0.0016691198682,6.10830951512,1475.91942203,16.8904489812,26.9255498993,-55.994868906,2868.02477209,87.8348799942,358.525079477,-1.56256743484,287.927027814,41.2073383224,166.264270559,-5.61780614838,140.431639388,27.7580250824,108.491283885,-24.0077291657,91.706497261,21.7542391122,64.8659957514,-18.4339262676,85.5605093564,12.333863812,65.8984610929,-13.7210258077,65.6859547574,11.8364906194,71.0999801672,-3.97888951563,58.8218287148
23000,00075,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2227.01688493,461609.657873,4706.72420058,1854742.22484,0.108716388081,0.00320476580466,6.58325669474,2328.99647365,14.3101631521,13.9963658627,-86.133222407,6835.39685478,92.6383918327,781.83692234,-15.4809352667,496.60935483,54.0609180373,238.69925283,0.860091668891,214.821790768,31.5499935021,129.735229355,-14.6250948264,94.1393845176,23.3227591536,49.1867183885,-14.9869434712,74.0971128388,15.3498917747,75.3631766028,-7.03449847366,83.3390415234,12.1869666449,61.961464184,-6.12598113758,92.3845257631
23040,00076,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2645.37721131,186545.12784,5611.91162109,579883.29216,0.136393986192,0.00268122453657,7.41625187927,1288.62587948,19.1624365686,26.0831314652,-52.6412924903,1344.47512037,74.4373926486,221.96355541,-18.6759570596,219.730181689,56.3313072812,112.53475707,-3.94843516496,128.051952732,31.9567811492,102.18522203,-16.4525198202,139.303428912,22.4233948116,80.0905782252,-12.249789126,66.7782552428,27.2065446381,65.9104041401,-9.22823502189,83.4261380163,7.79306411745,51.865554018,-10.5409815326,59.2150177005
23080,00077,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2206.5967526,184478.116398,4656.9057163,1091956.39395,0.111418589511,0.00114231677391,7.90757267994,1513.29861248,20.1335288633,27.3734583475,-28.991038953,1957.18419675,104.540328461,307.726338524,-30.9709207723,308.287209834,38.1306573633,108.983412638,-7.99476407383,133.696144592,30.8749264763,96.6389850376,-20.5927559307,98.8741372912,25.8450450921,69.4303650501,-12.9372243581,84.771716846,16.9446113884,53.5041219871,-12.2677007194,58.7195002281,10.7744564043,37.6532357962,-10.5571755391,46.2569262975
23120,00078,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2334.47398415,89775.2597927,4945.05002044,481614.803367,0.123870139898,0.000556269699074,8.58569670804,1315.32047407,19.7162612683,31.9773591356,-2.58236707125,734.933132885,101.21376675,164.222300594,-33.8980412382,142.946394578,41.5236087732,100.01032516,-13.8104344744,106.070870413,31.9308257048,48.2915226903,-21.8644196806,66.8769167153,24.4372646334,42.839199289,-15.9051865517,40.4676088112,15.7784409591,33.0647859726,-14.3627139418,44.0126115192,12.5120403992,41.2753594268,-13.3587270573,39.4901586136
23160,00079,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2444.72272774,131176.597458,5269.09968886,416618.466519,0.12469832546,0.00118618244162,9.95822506715,1165.43897146,21.5182806353,37.5836336819,-3.5814236694,1030.09763365,92.8704723174,172.583351595,-25.1309702472,147.647082022,45.1598936818,66.1034872788,-10.8698670032,70.5687695462,31.833964526,42.448169693,-18.0890869493,72.5005821083,28.5934202908,48.8050930461,-10.2444315927,58.9356957201,14.6731871968,41.7948306698,-14.8918857106,30.3035957436,14.742738427,28.7978772851,-15.6090853944,41.1837770681
23200,00080,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1826.89389494,155652.085217,3743.48059366,771135.292023,0.0939657521802,0.00120622874037,5.56557313406,1954.27213919,21.5004105194,32.0592484365,-54.8440319417,2265.89015988,119.47937587,398.789740042,-34.8103370349,246.83277625,37.516414028,185.958907538,-15.887972314,157.780747072,22.0380024297,112.029348121,-14.6756131515,208.698971047,18.5199184996,95.1504254457,-9.61997981957,125.44972966,11.2551701395,77.1337120241,-11.7268796541,76.1876851047,11.5203307017,55.8642226527,-6.41194701037,72.9883817101
23240,00081,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2116.49497365,95076.5238814,4195.88651435,438175.231608,0.127147680475,0.0007291012396,4.3945254476,1889.24261909,20.6154949764,35.7516359986,-26.76958552,4592.41119553,107.432796371,431.49157878,-46.7652930858,199.268941811,40.9503948361,239.683580063,-21.440382466,73.1110980814,24.8200091262,55.2440096464,-18.9348329772,81.2451751282,15.2752500051,70.4759858582,-15.0079285605,60.9062762878,12.2702011743,59.5141332882,-15.230640369,41.5241091858,14.3373917342,69.0304291024,-13.8085494496,43.3686985386
23280,00082,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2142.39776759,127425.94079,4631.12429597,970677.807005,0.105112191134,0.00064548524238,5.8261755478,1535.89991993,20.8801610543,29.1010989356,-29.3202827442,1409.87127779,108.61386008,253.937187744,-25.5474462047,268.297085225,38.5115934031,150.994773229,-18.3070686044,204.397129748,21.7978223652,97.308897328,-25.1549295461,100.149048693,22.3991639501,62.8097686659,-17.5713084708,83.5670535654,14.6812925532,89.426187445,-12.0986691887,61.4216620177,5.43941204817,64.0523907817,-7.70315751951,64.8965461295
23320,00083,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2314.02199596,144290.139709,5034.17911973,445249.535402,0.117897589632,0.0013157810909,9.47000986997,1293.6723451,22.0025299221,31.8302257971,-19.9229358512,969.176807823,98.9136281763,152.889144108,-24.4812823403,181.833316121,49.6017223928,58.3965256534,-16.1852449988,50.9760724625,30.1919174187,58.5801015434,-18.014076548,55.1853269213,27.5667924925,33.9749731049,-11.3790638928,57.6705553654,14.9052607118,43.8440828923,-8.89365928679,39.2728429761,11.6887605059,41.1217858637,-10.8816904705,56.4454079362
23360,00084,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2061.53548668,229690.294089,4222.20209166,1229343.16829,0.113384205426,0.00155386530116,7.07374128013,1797.85808588,18.9580721028,27.590523188,-38.9782258915,3902.9518975,112.002704154,433.741031415,-31.8016345493,178.656101096,38.2276959761,87.4840043606,-6.30214956093,143.913852695,23.3219007414,60.7487012324,-18.7710671816,73.5607339374,23.9166805268,61.0516100716,-10.9052512178,47.889111297,13.2297761477,41.1265734753,-14.3803305144,51.7243552809,13.3135709011,44.6145327757,-10.9150328899,53.452470516
23400,00085,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1313.51531704,407362.408189,2641.08074809,2069606.80887,0.0594442678052,0.00167349383619,1.75780201546,4671.8558236,21.7039810611,29.4435422863,-179.910132768,4523.19108482,131.369996053,1280.03702068,0.491408065506,582.207770489,43.1738326677,261.430119687,14.1172893456,191.680741765,25.6246925666,302.164139218,-5.34385504656,202.309851199,12.0419053927,109.908750773,-13.549860103,143.864746958,-1.05880932395,97.4403514286,-7.58446942819,117.041696921,2.7237156472,108.383479917,0.75571313309,84.9604997099
23440,00086,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1244.62048983,714321.558492,2514.31027435,3532130.8199,0.0487721051357,0.00273159733487,0.820536574918,5996.22344513,20.7771478044,32.2781108338,-212.940656592,7252.01317334,139.096963571,1558.1427555,9.48811127383,732.868810951,35.4370271797,258.505929649,12.756316734,310.55588402,20.3980316133,186.188361326,-5.5537717297,180.340944447,10.878456757,102.429889162,-8.73407202411,140.889240182,8.03932107174,75.9866247914,0.169547271956,95.4336021147,2.63637617408,75.7836749033,-1.00467582645,76.1310758538
23480,00087,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1442.97242989,387776.909502,3085.14881223,2198518.24488,0.0509247062742,0.00115647198625,1.75813811297,3793.65574593,23.4021884739,25.999548622,-155.381299782,3072.67413891,125.606209386,803.625740759,1.59363364557,493.50646227,45.8077875652,356.445077958,0.857140354665,261.712523174,25.3855944184,157.585914327,-10.7838530052,243.584923379,15.6027335331,129.417757085,-11.9358240914,161.759259736,1.26623912769,109.134505765,-6.63821105802,107.166906112,-0.783581737717,112.100597191,-7.74077288798,74.2667649244
23520,00088,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1006.92229622,136586.90445,2074.53215843,1017407.13114,0.0320721293605,0.000175238941647,2.51845930851,5248.51566493,22.2812107671,24.8592505984,-194.269117336,3241.61656828,151.823368614,567.83467482,-1.15657326067,204.714826139,39.211055074,128.467161552,16.5790948899,181.440586369,18.2708360087,96.7381487879,-1.41861228285,119.901696983,14.8700616745,52.523541852,-11.6194431964,79.7881341594,2.47380552136,89.9105749312,-5.05774461631,73.9114322042,3.95191371247,68.593313266,-0.918673792273,63.0529909933
23560,00089,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",797.352499969,198355.928042,1451.48812227,1069292.40289,0.0256010780039,0.000404818549579,-8.39096584623,11499.6694405,24.6234313464,21.5045742169,-347.087394412,5342.01458507,139.314966641,1055.76953244,24.2603644867,915.669703465,22.1457997635,311.564962432,18.6549908766,230.290980055,11.6701866426,274.912652422,9.04290785642,163.562882996,6.95621497145,80.9986005026,-2.00026798651,104.534287269,5.42711429909,73.0065271621,1.70576684205,108.549669144,-2.33804637596,68.7793069026,3.16484039464,57.8240085174
23600,00090,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1614.52825937,781745.205955,3472.77985329,3612664.97612,0.0583011597626,0.00268799718946,2.30106011421,4437.38378815,21.580874112,22.1953455118,-177.40031647,4500.74608698,115.302565041,1386.64579953,9.98230023053,683.5940258,54.0626761814,321.496663498,7.60994533845,331.224663329,28.3250243206,181.343546504,-9.07317926737,182.367409234,20.0723387492,112.378155639,-15.038806617,150.928067312,6.23997494123,107.724875378,-5.69196304641,109.540300585,1.38371299621,135.109726667,-5.86049091269,84.5491864135
23640,00091,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",991.090239237,416742.310017,1942.91254088,2282442.73363,0.0360336421996,0.000653924644011,0.211424220081,7248.64326851,24.7451132248,22.9316735036,-236.363200535,7778.14299511,161.702955391,1110.3975601,-1.10952643459,609.926710686,27.2638057285,117.108621164,9.58945954619,333.396298329,20.6219936146,90.2976145999,0.244100890708,80.6773423474,13.775813562,104.086812806,-0.498623386334,90.3470174253,10.1843781515,82.6577709094,-4.45751589792,85.7891076327,5.51303026702,57.534580675,-3.71815603693,57.5118624059
23680,00092,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",917.842470364,523832.38826,1597.95563454,2290628.07005,0.0323018865068,0.00160392315841,-4.93490112826,10923.1522331,20.8996678979,29.0426499214,-332.674872897,7273.3606855,128.000000977,966.703464473,29.0109813717,1189.69810398,41.8442245637,304.777667895,31.2779726125,228.073123206,23.3723511293,159.881582519,5.83776230629,186.60579195,8.9880443931,148.843533396,-3.76108837046,180.134440739,3.72933003471,95.9899935975,-0.843459581955,90.5285534898,-0.398264628596,82.0994891621,1.46330342218,91.2196000573
23720,00093,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",569.742509246,104931.866946,926.870855287,498151.12096,0.0216872577519,0.000117808218136,-4.54471243392,12182.5633211,24.25215717,27.764420468,-350.427040414,2663.66689331,169.564712344,623.81728932,31.8322468469,317.265597168,16.6752192347,213.548343848,28.7034537896,188.927871578,19.267580028,68.9513633225,7.86759718521,40.9019764621,10.03459457,36.6839697703,4.73713671252,40.7644753849,2.90478651668,36.6822581924,3.92221267378,46.8520428949,1.81478411603,42.5762258894,-5.97854524434,35.5164905366
23760,00094,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1240.03269658,527697.03022,2519.46822765,2827306.68171,0.050953094719,0.00250891793054,1.26417810219,5481.92237382,24.2903820501,28.3383320804,-206.21492428,6816.87563873,126.604528783,1109.37931679,10.5674617377,764.686082509,43.2389729736,226.400645166,12.4955809423,230.731116328,19.4121553595,258.768336898,0.349447009713,136.590400126,12.7364369958,76.9872930704,-4.57485252734,74.251681824,4.05436155811,60.5002245428,-4.42983567305,94.5344276532,3.65312783928,59.2106671389,-1.45814538981,74.4968369377
23800,00095,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1388.16819815,510571.053518,2753.62929233,2165018.53163,0.0570925690407,0.00133193349761,4.70852813092,3436.31793934,23.5382868827,26.5801319496,-130.534052297,2311.61746983,140.004019284,959.486078679,-1.25686198427,536.590287768,39.3067562704,173.017362407,-6.36757416809,254.200820046,19.7465282424,146.040869115,-11.2129696,110.000640981,27.2356983487,126.501581667,-16.5040485953,104.840031696,7.03538129951,100.810672658,-1.20789473192,71.3516980796,1.60459356567,147.803322163,-6.63870993215,63.2487042957
