,id,type,y_index,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var,mel1 mean,mel1 var,mel2 mean,mel2 var,mel3 mean,mel3 var,mel4 mean,mel4 var,mel5 mean,mel5 var
16796,00094,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1475.20832728,343807.410989,3109.21926099,1535764.9325,0.0629311258479,0.000972312610243,0.206476762891,0.00297917961143,25.6711007158,26.5885927205,-104.408982952,2097.92395419,136.345964904,881.678138197,-20.8994482098,377.339255963,52.8702641858,212.386085665,2.0575863684,197.422335947,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
16830,00095,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1552.20858555,401909.800114,3212.52021257,1360005.73816,0.0667351774467,0.00332063290572,0.175708070397,0.00494413962588,25.5136256529,23.8671578807,-124.903718241,2612.3513739,127.535340005,710.42057724,-23.3717374541,313.919151712,47.3160261732,208.111705531,0.542059682323,232.709420943,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
16864,00096,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1753.89100445,325756.086339,3504.97950354,1325741.92518,0.0972834150921,0.00208618860607,0.217906430364,0.00344508280978,23.8333207118,28.351533062,-69.962840847,2337.83552734,124.194922023,582.356045566,-32.3997603971,328.568836056,47.691243685,167.364546977,1.40546272776,125.341361364,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
16898,00097,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1559.93861836,582484.211238,3174.63679824,1936938.32962,0.067046693314,0.00271622685972,0.152740225196,0.00283592566848,26.8862436358,26.997591535,-148.583023395,3745.67197073,126.867928995,993.76125085,-19.4741343459,533.210769872,52.7743684111,184.530543445,8.58997309294,215.344444405,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
16932,00098,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1425.42348012,268677.225965,2980.07011946,1200334.32132,0.0617660640746,0.000961032484409,0.176057070494,0.00362778827548,25.2884245479,25.4565639212,-139.662612995,2065.6558295,128.813296774,593.109328119,-20.2537400917,368.996336093,49.4287995026,210.730076644,-2.13607729904,179.305386021,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
16966,00099,country,2.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2156.59250646,339234.949285,4476.31058094,1294279.67912,0.108189498547,0.00290975862609,0.220741778612,0.00424707587808,23.8309518309,24.0045577105,-42.1092849682,2052.72814717,106.325606084,572.984779034,-24.2216175619,260.142136287,44.6633083362,151.673967032,-12.3153846146,126.27152341,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17000,00000,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1784.80829346,129887.506323,3808.04681822,901434.93443,0.0830244670543,0.000767797739788,0.130337893963,0.0028266699519,15.9959003566,18.7720959767,-113.610380746,2569.19441105,121.526926591,295.745459525,-19.1197158611,234.920347235,42.3458326596,150.987557766,-6.39720727317,167.92771826,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17034,00001,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1529.00441315,376097.671445,3545.43354833,2973527.675,0.0559979106105,0.00144965647877,0.0957941859961,0.00237755244598,15.9763833498,17.6165965522,-207.681018059,7768.97248547,124.028813478,561.000281281,8.92146175648,573.457566922,35.8725678333,265.096774658,2.95394670313,279.591975067,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17068,00002,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1552.84640614,157139.525334,3041.99059775,787067.731181,0.0762509841328,0.00100901018534,0.175728470087,0.00275291851722,26.343661541,30.0325481841,-90.7773205651,3325.26295881,140.435236027,511.089228506,-29.1035229215,412.718063078,31.7211698633,144.410623551,-14.0204886095,155.647026501,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17102,00003,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1070.10173345,184817.330371,2185.49492415,1496506.62631,0.0332935895107,0.00042424732773,0.141548320651,0.0063218655996,29.7935874509,25.9806709274,-199.214954157,5473.70697442,150.116756655,457.395894487,5.62472093118,257.145732613,26.8944433396,158.092080593,1.71850531546,267.438083217,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17136,00004,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1836.25306197,343493.841667,3582.54076581,1572657.58798,0.101532976017,0.0019570482394,0.0916652679443,0.00231122551486,17.0637469981,18.7551878695,-160.164235601,5194.82751001,126.16436805,854.363125318,-35.6319575021,333.701989832,22.1551793975,193.870898069,-32.5003458329,336.841969575,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17170,00005,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1830.59750042,1031765.50942,3477.77088254,3275812.86846,0.0938809653585,0.00624620030959,0.103472009301,0.00399411749095,17.4559188308,23.0824632511,-178.161475374,7261.50205925,118.232530696,3201.83406668,-17.5076605202,654.692881,30.7278677115,486.88664544,-21.6976101067,433.307537695,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17204,00006,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1458.4852317,438595.455397,2795.26849791,1625110.8119,0.0728950914486,0.00190613531291,0.141182035208,0.00876046158373,24.7483512047,45.753790456,-190.413000171,9621.96862508,130.28795333,1937.8288766,-36.281952944,1307.32289948,32.963734447,479.8075719,11.117755508,1086.08584934,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17238,00007,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1452.00134301,450574.523267,2956.47540425,1631751.99874,0.0613595415455,0.00185095388939,0.131609618664,0.0055287159048,20.215019305,20.6775475186,-179.470540012,6585.18122477,136.412066292,1481.33167551,-26.5693588335,588.098875464,39.9832339954,353.448004945,5.28601123999,651.413540383,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17272,00008,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1719.1693577,163676.837688,3781.35566179,1264795.38454,0.0639625726744,0.000734770570077,0.142448052764,0.00150142714847,29.492901653,26.4897054332,-121.346163237,2628.23582837,122.490888459,415.206500389,-14.7404493369,341.918155829,46.1580528195,193.797996366,-8.13158422927,176.808683859,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17306,00009,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1818.13397387,298559.545889,3946.06797329,1368812.12942,0.0792556171269,0.00137787874169,0.0814181119204,0.00436120200902,14.3448856559,16.5467841641,-213.059513919,6135.01316799,115.140249468,800.245339802,-11.7488409447,669.10546861,39.07219075,350.071650426,-20.3558630641,533.12487403,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17340,00010,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1411.0392539,205580.737022,2768.24349337,1427858.56325,0.0629992581153,0.000441856596463,0.143115535378,0.00921308156103,16.1677402637,28.1997482863,-173.599920508,8145.89799717,137.134921655,1084.84107142,-23.8239819054,1026.44470066,26.9584245822,496.46349648,-16.6727725685,290.315728376,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17374,00011,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1354.33525036,512126.039255,2884.87333076,2933054.51612,0.0440104166667,0.001897397719,0.0655281767249,0.00249780714512,27.4842984309,34.2926728279,-287.892432929,5945.92462157,123.914180503,993.752413819,5.45171599527,302.81173027,33.7296599118,343.293381927,1.09104020125,442.386279435,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17408,00012,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1361.85561151,257031.33688,2741.61910656,951298.672054,0.0691512233527,0.00238498890904,0.11911392957,0.00407276535407,16.8791832219,22.4326025777,-207.147571134,4583.83586966,132.7410448,664.51443592,-15.4573800153,936.636162679,61.0266701018,330.898884152,0.691333970024,313.204409255,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17442,00013,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1323.95625024,171894.171803,2707.65006132,1074637.73026,0.0514269924903,0.00125834403076,0.113454505801,0.00419509876519,17.0621372119,22.5436505362,-209.682138453,1965.7720113,124.487671861,542.726066274,10.2735858433,662.254478418,47.0373647476,148.696013002,6.50087601833,102.274792676,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17476,00014,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1172.30883378,147511.750302,2345.74201717,878423.012672,0.0450346717539,0.00156386492967,0.0667635947466,0.00270760687999,17.6888776799,18.9139834644,-305.803179745,8203.1177528,113.035651076,683.921476588,12.1414889487,1465.46861887,44.9984115402,226.206811594,17.7715368964,250.439457688,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17510,00015,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1420.9528449,200270.880686,2931.5452966,700604.062054,0.0637195675872,0.00194573818122,0.0807641893625,0.00283932359889,16.8597901681,21.3601236149,-238.558383898,4388.27430547,120.027930375,727.527490787,-4.20123593993,980.477799328,42.3280783265,383.645731523,5.89211788157,298.874696618,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17544,00016,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1454.58605889,152436.88719,3008.73932594,1011571.40349,0.0612599927326,0.00141896027626,0.0813791826367,0.0026531224139,16.8584046887,21.4988077581,-233.804601119,4975.89881328,120.681316359,562.900708769,-3.14326825159,1209.69753203,39.5240460691,397.402916423,3.90915640318,282.459680523,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17578,00017,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1087.33392547,230898.559191,2132.13764989,1080465.02157,0.048216827156,0.00084162185731,0.0931169837713,0.0021461287979,15.9574975406,22.2527844946,-245.921718326,5187.5205438,140.54313555,799.671145413,-2.70519802483,795.400186405,60.4177159747,360.777987974,18.9893713088,234.185089985,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17612,00018,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1536.46533837,192400.404947,3495.38137037,1832069.42789,0.0559487039729,0.00170702003228,0.0793604627252,0.00293520675041,18.1875347947,24.394889922,-252.638939462,2880.39309469,105.009670588,600.712342237,15.4169960212,660.891509083,42.6278558864,163.203110771,6.8022676833,92.6909909071,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17646,00019,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1194.842714,249955.724529,2233.91124637,1210056.39002,0.0587432624758,0.00180092080626,0.0977071523666,0.00258844625205,16.5203510714,25.6943261181,-236.742905407,5587.67872065,138.419668141,538.069350003,-4.87966694292,1169.14099238,47.5964931956,312.826397667,5.18000354051,468.510026301,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17680,00020,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1389.34591589,102835.772457,3004.73314862,947647.750476,0.0524516260901,0.000613403400688,0.0753068849444,0.00248991907574,16.3244493889,20.5890607663,-230.515760688,2981.18237807,127.132142728,397.811960639,7.20353296665,600.038916097,39.8098415793,175.023925677,2.00861381299,114.237939999,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17714,00021,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1047.37968136,291876.471956,1831.89969795,1351333.67842,0.0479723080184,0.00233508119574,0.101319678128,0.00323793850839,19.3058930315,23.9102303496,-264.714769711,6359.65590228,138.799024362,1002.36112011,11.1959704085,1289.00614058,48.5436603996,372.018009837,14.8901972437,248.717388634,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17748,00022,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1156.66995858,314596.957367,2172.11596112,1331234.93445,0.0586883781492,0.0028685369326,0.113675519824,0.00368834054098,18.6544663226,22.8324103413,-233.635400842,6479.5789732,136.227291292,959.822250816,3.21543097672,1160.92660017,48.9233080473,385.216240183,8.64567447446,303.490126296,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17782,00023,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1211.12691224,132014.148787,2523.5328284,612937.011277,0.052494019501,0.00109017476046,0.101882055402,0.00357476668432,16.0650642629,21.2801837118,-227.418679057,4162.59467301,137.684498928,508.051119099,-14.4932437223,1248.1868055,63.5161661099,211.48484972,5.6325544457,153.399086959,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17816,00024,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1121.12058943,176340.382184,2328.03137491,1135504.94117,0.0473299721415,0.00108037697195,0.087137632072,0.00251604127698,16.0193826498,16.1036190749,-274.099054265,5902.48421737,130.466280004,501.30026738,-6.47824270504,1339.95055739,70.4068880709,312.12302814,13.2353338093,230.898151748,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17850,00025,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1109.81383809,138930.141769,2242.74987509,840485.83061,0.051754027374,0.0013410361095,0.0893148928881,0.00312664057128,14.4574017373,17.9303876474,-249.285461315,3990.42049904,130.988863005,338.926095034,0.664647615235,1583.19674059,66.6817057775,298.951558341,17.8933757208,183.632330005,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17884,00026,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1199.1465737,162073.807405,2481.44292787,988969.965538,0.0519871911337,0.00149049968145,0.0762803554535,0.00576059566811,17.4456302405,16.0851444276,-284.656481697,6234.72987235,108.892012905,686.582040603,9.13644450621,1451.16373216,51.2525294695,295.643574013,18.0907205591,211.845018878,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17918,00027,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1390.29538728,199625.20704,2809.94112237,541132.861833,0.0721342811289,0.00252937857674,0.0955773070455,0.00219255592674,18.5632292495,26.9960894871,-228.24940483,2824.43352648,130.416437352,687.385578619,-23.2401822724,927.339716642,70.0868844447,395.105737019,1.15681468507,182.060018311,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17952,00028,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1115.66064624,106002.212886,2289.39680233,638692.226764,0.0479863129845,0.000818478368981,0.0993537679315,0.00407434860244,15.0887482787,20.0991458938,-248.981606295,4978.7671505,139.062583614,399.295262371,-16.2556649684,1165.52807373,57.0435107836,328.734291397,20.2044753759,158.430200551,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
17986,00029,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1649.9456038,713342.867367,3762.81039926,4165235.46932,0.0529175750969,0.00325371025259,0.12488476187,0.00482357526198,35.1900733263,17.7232037385,-233.760365185,3692.2072615,101.176521899,886.8828506,17.6532327123,375.962556124,23.6996793827,219.028115381,2.06552722426,227.886467693,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18020,00030,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1378.56906907,552319.577295,3012.95415834,4586662.4444,0.0393626604893,0.000948041265354,0.170153275132,0.00320299831219,36.7322570059,18.1025932603,-206.984206622,2030.1027113,117.829071847,766.867496331,23.2704266207,282.464339605,28.281253803,261.731770424,-1.12655170153,196.122376685,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18054,00031,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1331.86732677,352537.541198,2902.76758948,3712027.23372,0.0430066012597,0.00109727923224,0.151793390512,0.0031920929905,36.2363747034,19.2608088334,-221.720227969,2510.88041283,110.862764953,586.209443908,18.6143311075,190.667244389,30.9224804953,180.98187258,3.29078129635,221.772865215,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18088,00032,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1309.32418756,757873.292088,2766.24040471,4694403.90493,0.0393732588421,0.00316559519649,0.100833259523,0.00392549904063,36.9824005739,26.0242893027,-288.794340235,5327.49244285,105.991627052,836.646131847,18.8247950012,434.574003037,23.777757641,338.803205705,5.80011588036,377.231479035,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18122,00033,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1430.77011056,702435.101182,3249.31862055,5574985.28777,0.0419270833333,0.00144259856961,0.132979795337,0.00222969683819,37.0239359224,20.5077723471,-239.130516455,3216.89242619,108.59409398,819.430936347,34.1470620701,279.655103018,30.3136242937,299.436300111,-0.389657079529,233.75139623,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18156,00034,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1535.54875556,341801.191879,3595.36053325,3715825.57945,0.0456383993459,0.000694222252971,0.136195316911,0.00322279706597,35.4049191605,19.4500989699,-217.336431367,3597.84716359,105.829237526,536.469318604,15.6329510297,358.843548826,25.2630529179,219.791601781,-1.43102758409,216.397804543,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18190,00035,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1507.22564988,415074.473051,3405.91007676,4193268.38254,0.0454434653585,0.000575541710096,0.173342809081,0.00334919895977,34.9395338225,20.1718302761,-171.788187306,1947.98284625,120.283050775,695.572497137,15.3892162491,269.451853694,21.1029413968,147.093795361,-5.4360646037,175.076654657,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18224,00036,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1246.66781945,264124.879041,2619.11354242,3030923.51415,0.0368656128876,0.000349023822523,0.198099017143,0.00470997439697,36.1805578341,28.013463483,-200.23845207,2882.69485321,116.35975063,485.449100816,18.1200359344,198.890062389,25.3446158079,289.204160304,0.32361164284,180.671242984,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18258,00037,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1188.61036012,370206.335128,2341.12656704,2998769.40463,0.0481672420058,0.00127533957188,0.0690309777856,0.0022229955066,32.7262106178,28.4996754811,-328.760735539,7463.18938897,102.630054974,630.179437487,19.9057915841,704.345607718,26.7680222458,171.634256198,7.19082919918,253.210739204,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18292,00038,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1512.39769081,552111.860102,3446.2222361,4232768.62426,0.0443620548692,0.00201943998361,0.168327584863,0.00392686296254,34.8140526327,24.6234374721,-192.654300052,3225.89501271,111.239373699,761.01178933,21.4000554789,298.24627355,26.394651575,251.185422505,-0.649518981825,190.800960771,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18326,00039,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1152.08657845,515578.672354,2314.66910429,3926437.04038,0.0353632963905,0.00094746860516,0.0859099030495,0.00264133536257,36.6420629102,25.6962483432,-301.604478872,5073.0821978,111.533204927,596.122730676,21.9101881982,302.739698646,16.1541414864,242.736111393,8.17679268997,284.693423994,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18360,00040,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2272.47346664,202786.422735,5108.26836165,582864.596617,0.0976085574128,0.00138199453077,0.134966880083,0.000776665925514,18.3541984919,13.8905247483,-110.22101854,1289.28076908,90.7001753736,231.191714246,-2.52425894707,228.046623056,74.0276812504,114.05604256,-11.736853927,113.580423305,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18394,00041,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2391.57819923,306766.782067,5404.69209893,955238.500223,0.102281295422,0.00159825271328,0.129195094109,0.000874874298461,19.7332743967,13.6607356502,-107.159837586,1419.93589274,88.4241114852,378.424889627,-4.18221607567,324.932444764,55.4907447734,129.728922003,-8.00099109893,107.239183558,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18428,00042,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2302.57271989,205285.467187,5188.85094931,563919.12788,0.0978988765746,0.00182839077343,0.110971406102,0.00052966811927,22.5614882979,16.5634770962,-159.507567418,2446.14316457,69.7709332035,240.958466995,-4.38831744269,516.222139467,76.8835453253,111.133714707,3.92786842681,119.274567495,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18462,00043,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2155.20853059,188285.943277,5013.43880587,938931.3594,0.0870162609012,0.00121900785586,0.126996472478,0.00128473038785,19.288244918,15.9886868906,-109.293316977,2199.19245535,100.647443518,230.043816419,-8.52495879565,378.995532049,47.3898912145,82.5193816786,-6.52994581799,89.6845265868,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18496,00044,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2278.45733272,170838.060101,5196.69637991,568870.131732,0.0925803960756,0.000901671781483,0.136183455586,0.000467059318908,19.8580327935,13.7447238664,-109.516325724,824.901991055,86.953046341,227.46968131,-8.63802637724,279.270044172,64.4770302089,82.868833205,-6.31035554482,55.1181659667,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18530,00045,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1738.81435084,145472.873311,4550.63351653,821069.242329,0.0480264353198,0.000265254260872,0.148386329412,0.000709468033165,24.1870970411,13.1730782229,-163.179932036,669.036996503,89.7996807695,208.074917743,12.9746222214,135.073101729,80.677248295,43.4053869002,3.65817164998,32.9256995463,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18564,00046,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1910.86256189,330687.860483,4773.91113281,1286824.65595,0.0583337118459,0.000908810802681,0.102388374507,0.000939705350902,20.9998137591,23.4610297501,-182.808409433,2254.01390599,90.7124075455,451.305484223,14.1194026743,267.614628325,67.5398172669,173.845031251,2.72072270358,117.209121941,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
18598,00047,blues,0.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2013.93018263,162674.614626,4850.53762037,581114.679207,0.075336119186,0.000841521981258,0.112219065428,0.000528690346982,23.6643697292,15.0304779983,-149.983990995,1107.47067364,93.5889392106,194.09412137,6.3317111755,172.626335199,71.540599182,97.1064486895,-8.06837883542,95.8192830219,21.8437097908,452.356280688,3.77045331607,24.7980176005,3.26941113616,29.1093042377,1.66078028337,9.31349258836,1.21671016974,4.94389708876
